Title,Description,Creator,Donor,Date,Date is Approximate?,Keywords,Coverage,Latitude,Longitude,Relation,Publisher,Source,Identifier,Rights,Rights (Standardized),Format Original,Type,Format Digital,Language,Filename,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
Potlatch Lumber Co. Photo Albums,A list of albums of photographs from 1900-1930 for the Potlatch Lumber Co.,,,1970,yes,Photo Albums,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_07,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/858,858,466.jp2,/phs/image/466.jp2
F.C.A. Denkmann,A portrait of F.C.A. Denkmann who lived from 1820-1905.,,,1895,yes,Portrait,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_16,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/859,859,467.jp2,/phs/image/467.jp2
R. Drew Musser,A portrait R. Drew Musser.,,,1945,yes,Portrait; Treasurer,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_20,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/860,860,468.jp2,/phs/image/468.jp2
"F.H. ""Frank"" Thatcher","A portrait of F.H. ""Frank"" Thatcher, a director at the Potlatch Lumber Company.",,,1925,yes,Portrait; Director,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_18,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/861,861,469.jp2,/phs/image/469.jp2
Old Pine Tree At Clausen Place,"The old pine tree on the corner of R. Clausen Place in Deep Creek near Potlatch, Idaho.",,,1989-05-01,yes,field; hill; trees,United States--Idaho--Latah County--Deep Creek,47.0134,-116.9114,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",Gale_DeepCreek2-20a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,color image,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/862,862,47.jp2,/phs/image/47.jp2
Charles A. Weyerhaeuser,"A portrait of Charles A. Weyerhaeuser (1866-1930), the Director and President of the Potlatch Lumber Company with Vice President Henry Turrish.",,,1915,yes,Portrait; President,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_21,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/863,863,470.jp2,/phs/image/470.jp2
John B. Kehl,"A portrait of John B. Kehl, a director at the Potlatch Lumber Company from 1903-1909. He was bornin 1837 in Germany and died in 1909 in Wisconsin.",,,1903,yes,Portrait; Director,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_22,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/864,864,471.jp2,/phs/image/471.jp2
Log Pond,"A photograph of the log pond at the Potlatch Lumber Company in Potlatch, Idaho.",,,1906-09-01,,Log Pond; Sawmill,United States--Idaho--Latah County--Potlatch,46.920761,-116.908018,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_23,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/865,865,472.jp2,/phs/image/472.jp2
"Potlatch, Idaho","A photograph of Potlatch, Idaho with the view of the town, pond, ball park, WI&M yards, and Gold Hill in the background.",,,1908,yes,Town; Sawmill,United States--Idaho--Latah County--Potlatch,46.920143,-116.904004,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_24,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/866,866,473.jp2,/phs/image/473.jp2
"Palouse, Washington","A photograph looking east over Palouse, Washington. The Palouse River can be seen full of logs to supply the Potlatch Mill since the photo was taken prior to the construction of the railroad. Courtesy of Whitman County Historical Society- Pullman.",,,1905,yes,Town; River,United States--Idaho--Latah County--Potlatch,46.910176,-117.081825,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_25,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/867,867,474.jp2,/phs/image/474.jp2
Potlatch Lumber Company Logo,The original Potlatch Lumber Company letter head logo.,,,1905,yes,Logo; Sawmill,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_26,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/868,868,475.jp2,/phs/image/475.jp2
Charles A. Weyerhaeuser,"A portrait of the first president of the Potlatch Lumber Company, Charles A. Weyerhaeuser (1866-1930). He was the second son of Frederick Weyerhaeuser.",,,1905,yes,Portrait; President,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_27a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/869,869,476.jp2,/phs/image/476.jp2
Potlatch Lumber Company,A document for the Potlatch Lumber Company with a list of officers and directors.,,,1907,yes,Officer; Director,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_27b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,document,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/870,870,477.jp2,/phs/image/477.jp2
Potlatch Lumber Co. History,A paper covering the brief history of the Potlatch Lumber Company starting from Frederick Weyerhauser's first lumber venture and ending with the merging of the mills that Weyerhauser built in Idaho.,,,1950,yes,History; Sawmill,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_28,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/871,871,478.jp2,/phs/image/478.jp2
New Potlatch Lumber Mill,A photograph of the Potlatch Mill after it was first built. Photo courtesy of the Potlatch Corportation.,,,1906,yes,New Sawmill,United States--Idaho--Latah County--Potlatch,46.922281,-116.907683,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_30a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/872,872,479.jp2,/phs/image/479.jp2
Potlatch Mill,View of the Potlatch Mill.,,,1915,yes,sawmill; landscape,United States--Idaho--Latah County--Deep Creek,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",Gale_DeepCreek2-21a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/873,873,48.jp2,/phs/image/48.jp2
East Side Sawmill,A photograph of the east side of the sawmill with the town in the background courtesy of Potlatch Corporation.,,,1906-04-17,,New Sawmill,United States--Idaho--Latah County--Potlatch,46.922281,-116.907683,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_33,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/874,874,480.jp2,/phs/image/480.jp2
Northeast Sawmill,A photograph of the northeast view of the Potlatch Sawmill courtesy of Potlatch Corporation.,,,1907,yes,Sawmill Building,United States--Idaho--Latah County--Potlatch,46.922281,-116.907683,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_32,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/875,875,481.jp2,/phs/image/481.jp2
West Side Sawmill,A photograph of the west side of the Potlatch Sawmill courtesy of Potlatch Corporation.,,,1930,yes,New Sawmill,United States--Idaho--Latah County--Potlatch,46.922281,-116.907683,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_31,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/876,876,482.jp2,/phs/image/482.jp2
William Codd,"A buisiness card for William Codd, a manufacturer of and dealer in glass and builders' material in Colfax, Washington.",,,1950,yes,Manufacturer; Dealer,United States--Idaho--Latah County--Potlatch,46.879542,-117.364654,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_35a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/877,877,483.jp2,/phs/image/483.jp2
New Potlatch Lumber Mill,A photograph of the Potlatch Mill after it was first built and almost ready to begin production.,,,1906-08-15,,New Sawmill,United States--Idaho--Latah County--Potlatch,46.922281,-116.907683,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_29,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/878,878,484.jp2,/phs/image/484.jp2
Brand New Sawmill,"A paper introducing the new Potlatch Sawmill with its demensions, color, and design.",,,1950,yes,New Sawmill,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_30b,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/879,879,485.jp2,/phs/image/485.jp2
Water Rights,"A document entitled ""-'Early Day' Logging and Lumbering on the Palouse"" the discusses the battle between the sawmill and grain mill for the power of the Palouse River.",,,1950,yes,Sawmill; River,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_34,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/880,880,486.jp2,/phs/image/486.jp2
Product List,"A list of items and their cost from the Potlatch Lumber Company in Colfax, WA.",,,1912-04-05,,Lumber Products,United States--Idaho--Latah County--Potlatch,46.879542,-117.364654,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_35b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,document,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/881,881,487.jp2,/phs/image/487.jp2
Codd Sawmill Yard,"A photograph of the Codd sawmill yard in Colfax that Wm. Deary purchased in 1904 for $115,698.00. The Mill was permanently closed the fall of 1909.",,,1905,yes,Sawmill; Lumber Yard,United States--Idaho--Latah County--Potlatch,46.879542,-117.364654,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_36,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/882,882,488.jp2,/phs/image/488.jp2
Palouse River Dam,A photograph of a damn on the Palouse River.,,,1910,yes,Sawmill; River Dam,United States--Idaho--Latah County--Potlatch,46.909316,-117.066049,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_37b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/883,883,489.jp2,/phs/image/489.jp2
Elsa Higgins Obituary,The obituary for school teacher and active Potlatch club member Elsa Higgins after she passed away in Tekoa at the age of 93.,,,1991-04-26,,obituary; teacher; clubs,United States--Idaho--Latah County--Deep Creek,46.9215557,-116.8968147,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",Gale_DeepCreek2-21b,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,newspaper,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/884,884,49.jp2,/phs/image/49.jp2
P.L.C. in Palouse,"A document containing an exerpt from the Palouse Republic then the brief history of the sawmill in Palouse. The exerpt was from March 18, 1904 and was introducing the improvements and excitement of the Palouse sawmill being reopened. The history explains the short life of the Palouse sawmill being owned by the Potlatch Lumber Company.",,,1970,yes,Sawmill Production,United States--Idaho--Latah County--Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_38,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/885,885,490.jp2,/phs/image/490.jp2
P.L.C. at Palouse,A photograph of the Potlatch Lumber Company's Mill at Palouse Washington.,,,1904,yes,Sawmill; Lumber Yard,United States--Idaho--Latah County--Potlatch,46.909316,-117.066049,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_37a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/886,886,491.jp2,/phs/image/491.jp2
Log Storage in Palouse,"A photograph of log storage in the river at Palouse, Washington.",,,1905,yes,Sawmill; River,United States--Idaho--Latah County--Potlatch,46.909316,-117.066049,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_39,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/887,887,492.jp2,/phs/image/492.jp2
Pioneer's Cabin,A photograph of pioneers with their cabin at a mill site for the Potlatch Lumber Company.,,,1905-09-22,,Sawmill Pioneers,United States--Idaho--Latah County--Potlatch,46.921422,-116.906591,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_40a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/888,888,493.jp2,/phs/image/493.jp2
Pioneer's Cabin Fire,A photograph of the Pioneer's Cabin burning down at a mill site for the Potlatch Lumber Company.,,,1905-09-22,,Burning Landmark,United States--Idaho--Latah County--Potlatch,46.921422,-116.906591,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_40b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/889,889,494.jp2,/phs/image/494.jp2
Mill Site,A photograph of a mill site.,,,1915,yes,Sawmill Site,United States--Idaho--Latah County--Potlatch,46.921557,-116.90562,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_41a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/890,890,495.jp2,/phs/image/495.jp2
Lumber Yard,A photograph of a lumber yard.,,,1915,yes,Sawmill; Lumber Yard,United States--Idaho--Latah County--Potlatch,46.928036,-116.911513,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_41b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/891,891,496.jp2,/phs/image/496.jp2
Main Street,"A photograph of early Main Street and residents in Potlatch, Idaho courtesy of Lillian Yangel.",,,1906,yes,Early Town,United States--Idaho--Latah County--Potlatch,46.921645,-116.899377,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_42,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/892,892,497.jp2,/phs/image/497.jp2
Log Pond,"A photograph of the railroad track retaining wall, the Potlatch main street, and the newly built log pond that covered 31 acres and held 5 million brd. feet of logs. Courtesy of Lillian Yangel",,,1906,yes,Log Pond; Sawmill,United States--Idaho--Latah County--Potlatch,46.920761,-116.908018,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_43,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/893,893,498.jp2,/phs/image/498.jp2
Northwest Mill Site,A photograph lookin north-west over the mill site courtesy of Potlatch Corporation.,,,1925,yes,Sawmill Building,United States--Idaho--Latah County--Potlatch,46.917917,-116.900941,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_44a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/894,894,499.jp2,/phs/image/499.jp2
Men at  W. McMurrray Place,"Dwight Strong, Irving Strong, Albert Clausen, and Don Strong at the Old Mine on W. McMurray Place.",,,1984-08-11,,group of people; mine; forest,United States--Idaho--Latah County--Deep Creek,47.00643,-116.91079,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",Gale_DeepCreek2-04b,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/895,895,5.jp2,/phs/image/5.jp2
