title,creator,date,description,coverage,subject,latitude,longitude,type,format,donor,collection,cdm-number,cdm-alias,portal-id
Fire patrol plane [02],,1930,"A man stands in front of a fire patrol plane. Behind him and plane, two trees bare the mark of recent forest fires. The tail number on the plane is NC 30494.",United States--Idaho--Clearwater County--Clearwater National Forest,aircraft; private aircraft,46.593638,-115.221737,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1286,plcphotos,plcphotos-1286
Fire fighting equipment [03],,1930,"A fire engine truck. On the door to the cab, are the initials 'C.T.P.A (Clearwater Timber Protective Association) No. 167 and Keep Idaho Green' On the top of the truck is the hoses. Laying in front of the truck is a dog.",United States--Idaho--Latah County--Bovill,fire engines; tank trucks,46.859034,-116.390141,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1287,plcphotos,plcphotos-1287
Fire lookout [02],,1950,"Two men look out over the forest from a fire lookout station. The man in the hard hat is holding a portable phone device, which the box is labeled 'Littlefone'",United States--Idaho--Clearwater County--Clearwater National Forest,watchtowers,46.593638,-115.221737,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1288,plcphotos,plcphotos-1288
Fighting forest fires [01],,1984-09-01,A helicopter uses a drip torch to ignite a controlled burn on a pile of logs.,United States--Idaho--Clearwater County--Clearwater National Forest,helicopters,46.593638,-115.221737,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1289,plcphotos,plcphotos-1289
Fighting forest fires [04],,1984-09-01,"A helicopter flies through smoke during a controlled burn, using a drip torch to start more fires. The land below the helicopter is burned.",United States--Idaho--Clearwater County--Clearwater National Forest,helicopters,46.593638,-115.221737,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1290,plcphotos,plcphotos-1290
Fighting forest fires [02],,1984-09-01,"Large plumes of smoke rise from a controlled burn. The land in the foreground, including that surrounding a pond, is untouched.",United States--Idaho--Clearwater County--Clearwater National Forest,smoke (material),46.593638,-115.221737,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1291,plcphotos,plcphotos-1291
Fighting forest fires [03],,1984-09-01,A helicopter uses a drip torch to light cleared brush and logs on fire. Written on the belly of the helicopter is N2510.,United States--Idaho--Clearwater County--Clearwater National Forest,helicopters,46.593638,-115.221737,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1292,plcphotos,plcphotos-1292
Land after controlled burn,,1984-09-01,Downed trees and brush await clean-up after a controlled burn. A truck sits towards the lower right-hand corner.,United States--Idaho--Clearwater County--Clearwater National Forest,forests (plant communities),46.593638,-115.221737,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1293,plcphotos,plcphotos-1293
Controlled burn [01],,1984-09-01,Two men stand on the left-hand side of the photograph watching brush and logs burn in a controlled burn.,United States--Idaho--Clearwater County--Clearwater National Forest,forests (plant communities); smoke (material); fires (events),46.593638,-115.221737,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1294,plcphotos,plcphotos-1294
Forest fire devastation [01],,1910,Smoke spreads in the background behind two burned trees.,United States--Idaho--Shoshone County--St. Joe River,forests (plant communities); fires (events),47.323027,-116.293994,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1295,plcphotos,plcphotos-1295
Untouched by fire,,1910,Some trees in the Coeur d'Alene National Forest escaped the fire while others like those in foreground are singed,United States--Idaho--Shoshone County--St. Joe River,forests (plant communities); fires (events),47.323027,-116.293994,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1296,plcphotos,plcphotos-1296
Forest fire devastation [06],,1910,Smoke curls  upward from the ground of burned areas in the Coeur d'Alene National Forest.,United States--Idaho--Shoshone County--St. Joe River,forests (plant communities); fires (events),47.323027,-116.293994,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1297,plcphotos,plcphotos-1297
Forest fire devastation [05],,1910,Several large tree trunks are scorched after the fire of 1910 in the Coeur d'Alene National Forest.,United States--Idaho--Shoshone County--St. Joe River,forests (plant communities); fires (events),47.323027,-116.293994,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1298,plcphotos,plcphotos-1298
Forest fire devastation [03],,1910,A burnt log lays on charred ground while smoke surrounds the trees in the background.,United States--Idaho--Shoshone County--St. Joe River,forests (plant communities); fires (events),47.323027,-116.293994,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1299,plcphotos,plcphotos-1299
Forest fire devastation [02],,1910,Fire consumes a down branch while smoke rises from the burnt ground,United States--Idaho--Shoshone County--St. Joe River,forests (plant communities); fires (events),47.323027,-116.293994,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1300,plcphotos,plcphotos-1300
Controlled burn set up [02],,1984,Two stumps are intermingled with trees that are set for the controlled burn.,United States--Idaho--Kootenai County--Coeur d'Alene National Forest,forests (plant communities),47.510832,-116.633876,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1301,plcphotos,plcphotos-1301
Lewiston Mill Construction [27],,1926-09-02,"A crane helps lift part of the framing for a building at the Lewiston Mill. Three men help in moving it, while several others watch. Written on the photograph is 'Stacker 9/2/1926 No. 112'",United States--Idaho--Nez Perce County--Lewiston,construction sites; sawmills; cranes; frame construction,46.425158,-116.956332,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1302,plcphotos,plcphotos-1302
Controlled burn set up [03],,1984,A section of trees set for the controlled burn. The description on the back reads: 'Selective Cut - Residual WP 14' - 20' D.B.H.,United States--Idaho--Kootenai County--Coeur d'Alene National Forest,forests (plant communities),47.510832,-116.633876,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1303,plcphotos,plcphotos-1303
Controlled burn set up [01],,1984,A group of trees is photographed to show area for control burn. Description on the back reads 'Early ap cutting Reeds C.',United States--Idaho--Kootenai County--Coeur d'Alene National Forest,forests (plant communities),47.510832,-116.633876,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1304,plcphotos,plcphotos-1304
Controlled burn planning [07],,1984,An area filled with logs and brush is photographed before a controlled burn.,United States--Idaho--Kootenai County--Coeur d'Alene National Forest,forests (plant communities); vegetation,47.510832,-116.633876,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1305,plcphotos,plcphotos-1305
Controlled burn planning [05],,1984,"Two men discuss the plan for the controlled burn. In the background, a field has been harvested. On the left hand side of the photograph the front part of a truck is visible.",United States--Idaho--Kootenai County--Coeur d'Alene National Forest,planning,47.510832,-116.633876,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1306,plcphotos,plcphotos-1306
Controlled burn planning [06],,1984,A group of men discuss the plan for the controlled burn. Two of the men are standing while the other two are sitting on the bed of a pickup.,United States--Idaho--Kootenai County--Coeur d'Alene National Forest,planning,47.510832,-116.633876,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1307,plcphotos,plcphotos-1307
Controlled burn planning [01],,1984,Two men poor materials into a tank. Behind them is a trailer that is from Chevron and says flammable on it.,United States--Idaho--Kootenai County--Coeur d'Alene National Forest,planning; storage tanks,47.510832,-116.633876,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1308,plcphotos,plcphotos-1308
Controlled burn planning [04],,1984,A man sits in front of a helicopter and the drip torch. In the background is a pickup.,United States--Idaho--Kootenai County--Coeur d'Alene National Forest,helicopters,47.510832,-116.633876,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1309,plcphotos,plcphotos-1309
Controlled burn planning [08],,1984,Three men work with a holding tank in preparation for a controlled burn. A Chevron truck can be seen in the background.,United States--Idaho--Kootenai County--Coeur d'Alene National Forest,planning; storage tanks,47.510832,-116.633876,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1310,plcphotos,plcphotos-1310
Controlled burn planning [09],,1984,A man weighs a piece of wood on the hood of a pickup truck while another watches. Behind them is brush and limbs gathered in preparation for a controlled burn.,United States--Idaho--Kootenai County--Coeur d'Alene National Forest,planning; weighing devices,47.510832,-116.633876,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1311,plcphotos,plcphotos-1311
Controlled burn planning [03],,1984,A man stands near a pond prepping the hose in preparation for a controlled burn.,United States--Idaho--Kootenai County--Coeur d'Alene National Forest,ponds (water); firehoses,47.510832,-116.633876,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1312,plcphotos,plcphotos-1312
Controlled burn planning [02],,1984,A man rides on the back of a water truck spraying down trees and the ground as part of the management for the burn.,United States--Idaho--Kootenai County--Coeur d'Alene National Forest,tank trucks,47.510832,-116.633876,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1313,plcphotos,plcphotos-1313
Starting a fire,,1984,A helicopter uses a drip torch to light brush and limbs on fire for a controlled burn. On the side of the helicopter it says 'Potlatch',United States--Idaho--Kootenai County--Coeur d'Alene National Forest,helicopters; burning; fires,47.510832,-116.633876,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1314,plcphotos,plcphotos-1314
Controlled Burn [03],,1984,The helicopter used in a control burn. In front of it is the drip torch used to light the fire. Kneeling next to the drip torch is a man. In the background a large cloud of smoke can be seen.,United States--Idaho--Kootenai County--Coeur d'Alene National Forest,helicopters; burning; fires; smoke (material),47.510832,-116.633876,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1315,plcphotos,plcphotos-1315
Controlled Burn [02],,1984,Smoke and fire rage from the controlled burn.,United States--Idaho--Kootenai County--Coeur d'Alene National Forest,fires (events); fires; burning; smoke (material),47.510832,-116.633876,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1316,plcphotos,plcphotos-1316
Camp D [01],,1925,"Camp D - Upper Basin near Cameron Creek. In the foreground, train tracks can be seen while in the background, smoke from a forest fire can be seen.",United States--Idaho--Clearwater County,fires (events); fires; burning; smoke (material),46.764628,-116.24157,Image;StillImage,image/jpeg,"Curtis, A.B.",Potlatch Lumber Co. Photos,1317,plcphotos,plcphotos-1317
Filling water trucks,,1940,Men work to fill the water trucks used to fight forest fires from a stream. The description on the back says 'Filling TPA [Timber Preservation Association] tankers. AB Curtis photo file.',United States--Idaho--Clearwater County--Clearwater National Forest,tank trucks,46.593638,-115.221737,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1318,plcphotos,plcphotos-1318
Fire Engine [02],,1940,A fire engine truck. On cab it says 'CTPA 2' [Clearwater Timber Protective Association]. On the truck it says 'Idaho State Forestry',United States--Idaho--Clearwater County--Clearwater National Forest,fire engines,46.593638,-115.221737,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1319,plcphotos,plcphotos-1319
Bertha Hill Lookout,,1963-07-24,The sign in front of the Bertha Hill Lookout fire station.,United States--Idaho--Clearwater County,identification signs; information signs,46.764073,-115.792376,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1320,plcphotos,plcphotos-1320
Fire lookout [03],,1910,A wooden fire lookout. In the background is a pickup and another automobile.,United States--Idaho--Benewah County--De Smet,lookouts; watchtowers,47.075513,-116.878027,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1321,plcphotos,plcphotos-1321
Lewiston Mill Construction [36],,1926-08-21,A crane is use to help construct a building at the Lewiston Mill. In the foreground of the photograph lie planks of lumber as well as railroad tracks. Written on the photograph is 'Stacker 8/21/1926 No. 101',United States--Idaho--Nez Perce County--Lewiston,construction sites; sawmills; cranes; locomotive cranes; lumber,46.425158,-116.956332,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1322,plcphotos,plcphotos-1322
Elk Butte watch tower,,1940,The fire watch tower on Elk Butte in the winter.,United States--Idaho--Clearwater County--Elk Butte,lookouts; watchtowers,46.841016,-116.117653,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1323,plcphotos,plcphotos-1323
Fire watch tower,,1950,The description on the back reads '100' high Browns Cr lookout. AB Curtis photo file.' Metal fire watch tower.,United States--Idaho--Clearwater County--Jim Brown Creek,lookouts; watchtowers,46.400945,-115.805225,Image;StillImage,image/jpeg,"Curtis, A.B.",Potlatch Lumber Co. Photos,1324,plcphotos,plcphotos-1324
Fire lookout [01],,1950,"A two story wooden fire lookout station. On the back of the photograph is stamped with 'Photography Garber Sturges 3228 west 6th street, Los Angeles 5 dunkirk 81555.'",United States--Idaho--Latah County--Harvard,lookouts; watchtowers,47.000729,-116.752401,Image;StillImage,image/jpeg,"Sturges, Garber",Potlatch Lumber Co. Photos,1325,plcphotos,plcphotos-1325
Forest fire [06],,1977-07-28,A forest fire burns in the night,United States--Idaho--Clearwater County--Clearwater National Forest,fires (events); fires; burning; smoke (material),45.83214,-116.073958,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1326,plcphotos,plcphotos-1326
Forest fire [09],,1977-07-28,Flames from a forest fire reach the edges of two ponds,United States--Idaho--Clearwater County--Clearwater National Forest,fires (events); fires; burning; smoke (material),45.83214,-116.073958,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1327,plcphotos,plcphotos-1327
Forest fire [05],,1977-07-28,Flames and smoke race over the ground in a large forest fire,United States--Idaho--Clearwater County--Clearwater National Forest,fires (events); fires; burning; smoke (material),45.83214,-116.073958,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1328,plcphotos,plcphotos-1328
Lewiston Mill Construction [58],,1926-09-02,Two cranes work to lift up framing for one of the buildings at the Lewiston Mill. Written on the photograph is 'Stacker 9/2/1926 No. 113',United States--Idaho--Nez Perce County--Lewiston,construction sites; sawmills; cranes; frame construction,46.425158,-116.956332,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1329,plcphotos,plcphotos-1329
Forest fire [04],,1977-07-28,Flames and smoke burn forest lands next to two ponds,United States--Idaho--Clearwater County--Clearwater National Forest,fires (events); fires; burning; smoke (material),45.83214,-116.073958,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1330,plcphotos,plcphotos-1330
Forest fire [07],,1977-07-28,Flames and smoke are captured while buildings in the seen in the background,United States--Idaho--Clearwater County--Clearwater National Forest,fires (events); fires; burning; smoke (material),45.83214,-116.073958,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1331,plcphotos,plcphotos-1331
Flood waters cover streets,,1933,"Postcard of Potlatch flooding. On the right side of the picture are railroad tracks, while in the background is a barn and grain silo.",United States--Idaho--Latah County--Potlatch,floods (natural events),46.91852,-116.895233,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1332,plcphotos,plcphotos-1332
Flooding over farms,,1933,"A man drives a team of horses through flood waters in Potlatch, Idaho.",United States--Idaho--Latah County--Potlatch,floods (natural events); horses,46.91852,-116.895233,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1333,plcphotos,plcphotos-1333
Flooding covers the street,,1948,"Flood waters cover a street in Potlatch, Idaho. In the background of the picture, a silo can be seen. The description on the back of the photograph says '1948 flood - in town'",United States--Idaho--Latah County--Potlatch,floods (natural events); horses,46.919064,-116.894164,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1334,plcphotos,plcphotos-1334
Clearwater River flood,,1948,Water rushes US 95 bridge east of Lewiston. The description on the back says '1948 flood  view of water at bridges.',United States--Idaho--Nez Perce County--Lapwai,floods (natural events); bridges (built works); road bridges,46.442921,-116.843459,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1335,plcphotos,plcphotos-1335
Aerial view of flooding,,1948,"An aerial photograph taken of the flooding in 1948. 'John Moxson, Emerson Flying Service' is written on the back of the photograph.",United States--Idaho--Clearwater County--Orofino,floods (natural events); aerial photographs,46.493984,-116.271567,Image;StillImage,image/jpeg,"Moxson, John",Potlatch Lumber Co. Photos,1336,plcphotos,plcphotos-1336
Damaged road [01],,1948,Part of the road is washed out from the 1948.,United States--Idaho--Nez Perce County--Lenore,floods (natural events); roadways,46.492636,-116.449785,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1337,plcphotos,plcphotos-1337
Damaged railroad tracks [02],,1948,A man hangs on to a cable as he looks over the edge of damaged railroad tracks.,United States--Idaho--Latah County--Potlatch,railroads (infrastructure); rails (transit system elements); traveling cranes,46.924711,-116.903241,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1338,plcphotos,plcphotos-1338
Floods surround the mill,,1948,The flooding of the Clearwater surround the mill in Lewiston. The mill can be seen in the background,United States--Idaho--Nez Perce County--Lewiston,floods (natural events); sawmills,46.424294,-116.983289,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1339,plcphotos,plcphotos-1339
Mill is flooded,,1948,The Lewiston mill is flooded by the Clearwater River.,United States--Idaho--Nez Perce County--Lewiston,floods (natural events); sawmills,46.42357,-116.976551,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1340,plcphotos,plcphotos-1340
Damaged road [03],,1948,The road that was damaged in the floodwaters. A river can bee seen on the left of the photograph.,United States--Idaho--Latah County--Juliaetta,floods (natural events); roadways,46.482944,-116.754062,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1341,plcphotos,plcphotos-1341
Damaged road [02],,1948,The road that was damaged from floodwaters. On the left side of the photograph  is a sign that reads 'state of Idaho.' A river can been seen on the right of the photograph.,United States--Idaho--Nez Perce County,floods (natural events); roadways,46.245895,-116.041796,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1342,plcphotos,plcphotos-1342
Washed out bridge,,1948,A bridge lies on the ground after being washed out from flood waters.,United States--Idaho--Lewis County--Kamiah,floods (natural events); roadways; bridges (built works),46.230638,-116.018017,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1343,plcphotos,plcphotos-1343
Flooded street [03],,1948,A flooded street during the 1948 flood. In the background a car can be seen driving through the waters.,United States--Idaho--Idaho County--Kooskia,floods (natural events),46.14262,-115.967069,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1344,plcphotos,plcphotos-1344
Flooded out home,,1948,A woman sits with her legs up over the side of a chair while a man sits on a barrel in the middle of the floodwaters.,United States--Idaho--Latah County--Potlatch,floods (natural events); women,46.92579,-116.938552,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1345,plcphotos,plcphotos-1345
Main street flooded,,1948,A man stands next to a boat floating in the main street flooded. In the upper part of photograph a sign for Coca-Cola is seen.,United States--Idaho--Idaho County--Kooskia,floods (natural events); roadways; main streets,46.139012,-115.978812,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1346,plcphotos,plcphotos-1346
Using lumber machinery during flooding,,1948,A man sits on top of a piece of mill machinery during the 1948 flood. In front of him are three sets of finished lumber,United States--Idaho--Idaho County--Kooskia,floods (natural events); lumber,46.13586,-115.982997,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1347,plcphotos,plcphotos-1347
Clearing debris,,1948,Men clear debris from railroad tracks after the 1948 flood.,United States--Idaho--Idaho County--Kooskia,floods (natural events); rails (transit system elements),46.13586,-115.982997,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1348,plcphotos,plcphotos-1348
Wash out,,1948,Debris from floodwaters coming from the hills.,United States--Idaho--Latah County--Potlatch,landscapes (environments),46.911341,-116.867153,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1349,plcphotos,plcphotos-1349
Damaged house,,1948,A man walks away from a house damaged by the flood. Rocks are piled to the left of the house while in the foreground of the picture debris is pictured.,United States--Idaho--Idaho County--Kooskia,floods (natural events); damage; water damage,46.133674,-115.983125,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1350,plcphotos,plcphotos-1350
Damaged railroad tracks [01],,1948,A railroad bridge is damaged and the tracks droop towards the water after the 1948 flood.,United States--Idaho--Idaho County--Kooskia,floods (natural events); bridges (built works); rails (transit system elements),46.134012,-115.982058,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1351,plcphotos,plcphotos-1351
Lewiston Dam Construction [01],,1926-08-22,"Machines and cranes work to construct the dam. At the bottom of the picture, a crane dumps rock and dirt into the back of a dump truck. Written on the photograph is 'Dam 8/22/1926 No. 104'",United States--Idaho--Nez Perce County--Lewiston,construction sites; dams (hydraulic structures); hydroelectric dams,46.425158,-116.956332,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1352,plcphotos,plcphotos-1352
Flooded street [02],,1948,Two men sit in a row boat as floodwaters cover the street. Behind them is a sign for a car garage and auto parts.,United States--Idaho--Idaho County--Kooskia,floods (natural events); water damage,46.140596,-115.981717,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1353,plcphotos,plcphotos-1353
Flooded street [01],,1948,A car and a truck sit the flood waters. A hose with another truck are in the background.,United States--Idaho--Clearwater County--Orofino,floods (natural events); water damage,46.476569,-116.253766,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1354,plcphotos,plcphotos-1354
Moving lumber [04],,1948,A man drives a piece of lumber machinery to move stacks of lumber while the river floods behind him,United States--Idaho--Latah County--Potlatch,floods (natural events); machinery; lumber,46.919928,-116.890988,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1355,plcphotos,plcphotos-1355
Flooding of the Potlatch Mill,,1948,Water rises up one of the Potlatch Mill buildings.,United States--Idaho--Latah County--Potlatch,floods (natural events); water damage,46.919928,-116.890988,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1356,plcphotos,plcphotos-1356
Road wash-out,,1948,Two men work on clearing a road washed out in the 1948 flood. A pickup truck sits as water runs in front of it.,United States--Idaho--Latah County--Harvard,floods (natural events); roadways,46.924298,-116.710361,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1357,plcphotos,plcphotos-1357
Washed out road,,1948,A car sits on a washed out road near the Potlatch Mill.,United States--Idaho--Latah County--Potlatch,floods (natural events); water damage; roadways; automobiles,46.916275,-116.89477,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1358,plcphotos,plcphotos-1358
Carrying a load of lumber,,1948,A truck carries a load of logs across a bridge while the water is rising beneath it.,United States--Idaho--Latah County--Potlatch,floods (natural events); Log (wood); bridges (built works),46.916128,-116.895824,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1359,plcphotos,plcphotos-1359
View down the valley,,1948,Looking down at Potlatch and the flooding that happened in 1948.,United States--Idaho--Latah County,floods (natural events),46.923566,-116.915333,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1360,plcphotos,plcphotos-1360
Two men at the back of a truck,,1948,Two men stand  with one foot on their truck on a road. Another car is in the background.,United States--Idaho--Latah County--Potlatch,automobiles,46.916275,-116.89477,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1361,plcphotos,plcphotos-1361
Potlatch Mill flooded,,1948,A man stands in front of stacks of lumber while the river behind him floods. In the background are two pieces of mill machinery.,United States--Idaho--Latah County--Potlatch,floods (natural events); machinery; lumber,46.919928,-116.890988,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1362,plcphotos,plcphotos-1362
Camp Machinery,,1929,Two men sit on the front of one bulldozer while another is shown from the side. Description on the back of the photography reads '1929 Cp. B',United States--Idaho--Clearwater County,bulldozers; machinery,46.769062,-116.188198,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1363,plcphotos,plcphotos-1363
Lumber Machinery,,1960-01-13,Two men walk behind a piece of lumber machinery. Written on the back of the photograph is 'Cherry Picker' - Robinson Cr. Landing - 1/13/1960.',United States--Idaho--Clearwater County,cherry pickers; machinery,46.826055,-115.954111,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1364,plcphotos,plcphotos-1364
Winter Work,,1960,A man shovels snow off the roof of a building.,United States--Idaho--Latah County--Potlatch,snow (precipitation),46.926897,-116.910794,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1365,plcphotos,plcphotos-1365
Picking up logs [02],,1960-01-13,A crane is being used to pick up a log to load it on to a truck. Three men stand in the background near the truck. Also in the background are snow covered trucks,United States--Idaho--Latah County--Saint Joe National Forest,snow (precipitation); Log (wood),46.955515,-116.109463,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1366,plcphotos,plcphotos-1366
A view of Camp X,,1965,"Camp X is covered with snow. Printed on the photograph is 'July 1965', written on the photograph is 'CP X.'",United States--Idaho--Clearwater County,snow (precipitation); lumber camps,46.823034,-116.01777,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1367,plcphotos,plcphotos-1367
Building a bridge [02],,1960-01-13,Men work to build a bridge over a creek. Snow is covering most everything. A small bit of crane can be seen on the right hand side of the photograph. Written on the back of the photograph is 'Bridge #2 1/13/60.',United States--Idaho--Latah County--Saint Joe National Forest,snow (precipitation); Log (wood); cranes,46.955515,-116.109463,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1368,plcphotos,plcphotos-1368
Picking up logs [01],,1960-01-13,A crane picks up a log to put it on a truck for hauling. In the background are piles of snow. Written on the back of the photograph is 'Cedar Cr. 1/13/60',United States--Idaho--Latah County--Saint Joe National Forest,snow (precipitation); Log (wood); cranes,46.955515,-116.109463,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1369,plcphotos,plcphotos-1369
Pulling a log out the woods,,1960-01-13,A tractor pulls a log out of the forest surrounded by snow. Written on the back of the photograph is 'TD 25 experimental 1/13/60.',United States--Idaho--Latah County--Saint Joe National Forest,snow (precipitation); machinery,46.955515,-116.109463,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1370,plcphotos,plcphotos-1370
Camp men,,1960,"Four camp men stand around talking. Written on the back are the names of the men. They are from left to right: Dooley Cramp, Earl Ritzheimer, Bert Curtis, and Dwayne Space. At Mr. Curtis's feet is a small black and white dog.",United States--Idaho--Clearwater County--Headquarters,meetings,46.618323,-115.818077,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1371,plcphotos,plcphotos-1371
Picking up logs [03],,1960-01-13,A crane is about to pick up a log to put it on a truck for transport to the mill. Two men work to prepare the next log. Written on the back of the photograph is 'Cedar Cr. 1/13/60',United States--Idaho--Latah County--Saint Joe National Forest,snow (precipitation); machinery; cranes; Log (wood),46.955515,-116.109463,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1372,plcphotos,plcphotos-1372
Cabin in the woods,,1965,A log cabin and a wood shingled covered house are in a clearing in the woods. The writing on the picture says 'Lew Boehl's cabin org.' and printed on the photograph is 'July 1965.',United States--Idaho--Clearwater County,log cabins (houses); forests (plant communities),46.868151,-115.874609,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1373,plcphotos,plcphotos-1373
Logging Camp in winter [02],,1965,The laundry building at a logging camp in winter. The sign on the left reads ' Change sheets every 2 weeks . Thursday 5:30 to 7: 30pm only' The sign on the right reads 'Each man fold his blankets before turning into bllcook. If not folded no clean sheets.' Printed on the photograph is 'July 1965',United States--Idaho--Clearwater County,snow (precipitation); buildings (structures),46.508179,-116.314074,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1374,plcphotos,plcphotos-1374
Camp Y,,1948,The buildings of Camp Y. On the first two tiers are buildings. Three men work on the second tier. Below the two tiers are several trucks and a car. Written on the back of the photograph is 'Camp Y - Sept. 1948 (B.A.).',United States--Idaho--Clearwater County,buildings (structures); automobiles,46.708263,-116.201836,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1375,plcphotos,plcphotos-1375
Camp 27,,1943-02-16,"Logs are piled and covered with snow while flatcars full of logs are waiting to be transported to the mill. Typewritten on the back of the photograph is 'Feb 16, 1943, Cp 27. Landing for Cp 27 and is about plugged.'",United States--Idaho--Clearwater County,snow (precipitation); flatcars; Log (wood),46.594016,-115.808021,Image;StillImage,image/jpeg,,Potlatch Lumber Co. Photos,1376,plcphotos,plcphotos-1376
